prediction,reference,f1,em,tokens_used,num_api_calls,error
Stuart Sutcliffe,Stuart Sutcliffe,1.0,1,2529,3,
ETH Zurich,ETH Zurich,1.0,1,2392,3,
2004,2004,1.0,1,2346,3,
Yes,West,0.0,0,2424,3,
Carleton University,Carleton University,1.0,1,2426,3,
Castle Hill convict rebellion,Castle Hill convict rebellion,1.0,1,3458,4,
Pikotaro,Pikotaro,1.0,1,2735,3,
Plants,flowering plants,0.6666666666666666,0,2949,3,
IndiGo,IndiGo,1.0,1,2356,3,
Center for Advanced Studies in Engineering,Center for Advanced Studies In Engineering,1.0,1,2823,3,
Northumbria,Northumbria,1.0,1,4855,4,
Indian,Indian,1.0,1,2821,3,
Henry Clay,Henry Clay,1.0,1,2284,3,
Yes,yes,1.0,1,3009,3,
"August 21, 1971","August 21, 1971",1.0,1,2344,3,
Wendy's,Wendy's,1.0,1,2624,3,
Eugen Bleuler,Eugen Bleuler,1.0,1,2661,3,
Christmas comedy,comedy,0.6666666666666666,0,2275,3,
Sprechgesang,Sprechgesang,1.0,1,3815,4,
Steve and Becky,Steve and Becky,1.0,1,2201,3,
The Tinsley Viaduct carries the A631 road.,England,0.0,0,2406,3,
Portugal. The Man,Portugal. The Man,1.0,1,2360,3,
Fire & Rescue NSW,Fire & Rescue NSW,1.0,1,2739,3,
Negasonic Teenage Warhead,Negasonic Teenage Warhead,1.0,1,2218,3,
She's Gotta Have It,She's Gotta Have It,1.0,1,2563,3,
DC Comics,DC Comics,1.0,1,2336,3,
Jimmy Eat World,Jimmy Eat World,1.0,1,2250,3,
17th Street Canal,17th Street Canal,1.0,1,2610,3,
William Calley,William Calley,1.0,1,2704,3,
Muammar Gaddafi,Muammar Gaddafi,1.0,1,2184,3,
aircraft and rockets,jet,0.0,0,3110,3,
1907,1907,1.0,1,2380,3,
Switzerland,Switzerland,1.0,1,2643,3,
Steve McQueen,"Terence Steven ""Steve"" McQueen",0.6666666666666666,0,3449,4,
"Mission, Kansas","Mission, Kansas",1.0,1,3181,4,
