prediction,reference,f1,em,tokens_used,num_api_calls,error
Gábor Király,Gábor Ferenc Király,0.8,0,6862,6,
Celtic,Celtic tribe,0.6666666666666666,0,6034,6,
Mark Thompson,Mark John Thompson,0.8,0,4251,5,
"September 1, 2017","It was released on September 1, 2017 on Vital Records.",0.4615384615384615,0,24227,26,
Kelly Watch the Stars,Sexy Boy,0.0,0,5653,6,
author,novelist,0.0,0,6939,9,
Commack,Commack,1.0,1,7668,6,
King of New York,King of New York,1.0,1,4172,5,
The Patty Duke Show,"""The Patty Duke Show""",1.0,1,3739,5,
Rock,rock,1.0,1,11251,13,
The doctrine of Parliamentary privilege,the doctrine of Parliamentary privilege,1.0,1,9637,10,
Sophia Amoruso,Sophia Christina Amoruso,0.8,0,3781,5,
SportAccord World Mind Games,SportAccord World Mind Games,1.0,1,8160,9,
1984,1984,1.0,1,6926,9,
Mitch Rapp,Mitch Rapp,1.0,1,4099,5,
Herbalife,Herbalife,1.0,1,3791,5,
Cartoon Network,Cartoon Network,1.0,1,7719,9,
Cinderella,Cinderella,1.0,1,10570,5,
,Trivor,0.0,0,29200,29,Maximum planner steps reached before final answer.
Stuart Sutcliffe,Stuart Sutcliffe,1.0,1,3970,5,
ETH Zurich,ETH Zurich,1.0,1,3716,5,
2004,2004,1.0,1,3716,5,
Yes,West,0.0,0,7195,9,
Carleton University,Carleton University,1.0,1,5260,5,
Castle Hill convict rebellion,Castle Hill convict rebellion,1.0,1,4121,5,
Pikotaro,Pikotaro,1.0,1,5332,6,
monocots,flowering plants,0.0,0,24756,21,
IndiGo,IndiGo,1.0,1,4557,5,
David Ross Fryer and John Barkley Means,Center for Advanced Studies In Engineering,0.0,0,27884,24,
Wessex,Northumbria,0.0,0,27450,15,
Indian,Indian,1.0,1,8118,10,
Henry Clay,Henry Clay,1.0,1,8632,10,
No,yes,0.0,0,9013,10,
"August 21, 1971","August 21, 1971",1.0,1,4019,5,
Wendy's,Wendy's,1.0,1,4281,5,
Eugen Bleuler,Eugen Bleuler,1.0,1,3905,5,
Christmas comedy,comedy,0.6666666666666666,0,3615,5,
Sprechgesang and Vocalese,Sprechgesang,0.5,0,4319,5,
Steve and Becky,Steve and Becky,1.0,1,3565,5,
The Tinsley Viaduct carries the A631 road.,England,0.0,0,3608,5,
Portugal. The Man,Portugal. The Man,1.0,1,6475,9,
Fire & Rescue NSW,Fire & Rescue NSW,1.0,1,8550,10,
Negasonic Teenage Warhead,Negasonic Teenage Warhead,1.0,1,3741,5,
She's Gotta Have It,She's Gotta Have It,1.0,1,3714,5,
DC Comics,DC Comics,1.0,1,4846,6,
Jimmy Eat World,Jimmy Eat World,1.0,1,6380,9,
17th Street Canal,17th Street Canal,1.0,1,6755,9,
William Calley,William Calley,1.0,1,4630,5,
Muammar Gaddafi,Muammar Gaddafi,1.0,1,3814,5,
"aircraft, rockets, regional jets, and airliners",jet,0.0,0,5697,5,
1907,1907,1.0,1,5406,5,
Switzerland,Switzerland,1.0,1,3746,5,
Steve McQueen,"Terence Steven ""Steve"" McQueen",0.6666666666666666,0,4087,5,
"Mission, Kansas","Mission, Kansas",1.0,1,6555,9,
