prediction,reference,f1,em,tokens_used,num_api_calls,error
"Robin Weaver starred in the British comedy film **The Inbetweeners Movie** (as well as its sequel, *The Inbetweeners 2*), where she played the role of Pamela Cooper.",The Inbetweeners 2,0.19999999999999998,0,3541,4,
Edward Burne-Jones,Edward Burne-Jones,1.0,1,3559,4,
Austrian,Austrian,1.0,1,5322,5,
"The University of Oklahoma, which had Bob Stoops (born September 9, 1960) as a coach, is in the Big 12 Conference.",the Big 12 Conference,0.32,0,12704,8,
1664,1664,1.0,1,5731,5,
Loretta Lynn,Loretta Lynn,1.0,1,4911,5,
1991,1991,1.0,1,4044,5,
Yes,yes,1.0,1,3595,4,
Gary Sinise,Gary Sinise,1.0,1,5417,5,
,Renée Montagne,0.0,0,1661,1,Actor failed: APITimeoutError: Request timed out.
,Lancashire League,0.0,0,1836,1,Actor failed: APITimeoutError: Request timed out.
"The album is *Wasting Light*, which was released on **April 12, 2011**.","April 12, 2011",0.4,0,6396,5,
Tom Sawyer,"Thomas ""Tom"" Sawyer",0.8,0,5146,5,
The Northwest Angle,The Northwest Angle,1.0,1,4854,5,
"The British/Irish digital television channel that features *Spliced* is **Nicktoons**, which first launched on **22 July 2002**.",22 July 2002,0.3,0,4654,5,
2011,2011,1.0,1,4765,5,
"Yes, both Naser Mestarihi and Justin Sane are singer-songwriters.",yes,0.19999999999999998,0,3864,4,
The 2004 Nickelodeon show created by Sue Rose and starring Molly Hagan is **Unfabulous**.,Unfabulous,0.13333333333333333,0,5880,5,
Great Britain,England,0.0,0,8305,5,
Springfield Elementary School,Springfield Elementary School,1.0,1,3660,4,
Tennis,tennis,1.0,1,3922,4,
Lucy Maud Montgomery,Lucy Maud Montgomery,1.0,1,1482,2,
Best Young Actor/Actress,Best Young Actor/Actress,1.0,1,4234,4,
John Wayne,John Wayne,1.0,1,6077,5,
Lillibullero,Lillibullero,1.0,1,4456,5,
Stephen Frears,Stephen Frears,1.0,1,10057,5,
9.2 million,9.2 million,1.0,1,4364,5,
"Rome, Maine",Rome,0.6666666666666666,0,5184,5,
Mohan Veena,Mohan Veena (slide guitar),0.6666666666666666,0,4458,5,
Warrior King,"""Warrior King""",1.0,1,3931,4,
The Jungle Book,The Jungle Book,1.0,1,3438,4,
Oprah Winfrey,Oprah Winfrey,1.0,1,4940,5,
The Battle of Liège and the Battle of Tannenberg,Battle of Liège and the Battle of Tannenberg,0.9411764705882353,0,3684,4,
Stephen Devassy,Stephen Devassy,1.0,1,4600,5,
"No, only the Paloma is Tequila-based. The Brandy Alexander is a brandy-based cocktail.",no,0.14285714285714288,0,3569,4,
Bruce Weber,Bruce Weber,1.0,1,4671,5,
Scottish,Scottish,1.0,1,4155,5,
Yes,yes,1.0,1,3466,4,
Riccardo Cocchi,Riccardo Cocchi,1.0,1,3150,4,
1967,1967,1.0,1,4635,5,
The Colorado Avalanche,Colorado Avalanche,0.8,0,4529,5,
Tsui Hark,Tsui Hark,1.0,1,4986,4,
Belgium,Belgium,1.0,1,4361,4,
The Day After,The Day After,1.0,1,4487,4,
,no,0.0,0,1508,1,Actor failed: APITimeoutError: Request timed out.
1993,1993,1.0,1,8135,6,
Discovery Institute,Discovery Institute's Center for Science and Culture,0.22222222222222224,0,4309,5,
"The Kansas City Chiefs' all-time leading rusher is Jamaal Charles, who attended the **University of Texas**.",University of Texas,0.3157894736842105,0,4383,4,
"October 22, 1992","October 22, 1992",1.0,1,4658,5,
Charlie Brooker,Rashida Jones,0.0,0,6605,4,
1990s,1990s,1.0,1,4856,5,
Partington,Partington,1.0,1,4906,4,
Medici,Medici,1.0,1,3295,4,
Amherst College,Amherst College,1.0,1,3838,4,
American,American,1.0,1,4341,5,
David Cutcliffe,David Cutcliffe,1.0,1,4327,4,
Raees,Raees,1.0,1,4584,5,
Bruce Darnell,Bruce Darnell,1.0,1,6183,5,
South Korea,South Korea,1.0,1,2955,4,
"8,777","8,777",1.0,1,4522,5,
MTV VJ,MTV VJ,1.0,1,4410,5,
"Curious George was released in **2006**, and the soundtrack was produced by **Brushfire Records**.",2006,0.13333333333333333,0,5651,5,
"Yes, both Ima Robot and Of Montreal are music bands. Ima Robot is a band based in Los Angeles, California, and Of Montreal is an American experimental pop band from Athens, Georgia.",yes,0.06060606060606061,0,3432,4,
"The Watauga River, on which Wilbur Dam is located, is 78.5 miles long.",78.5 mi,0.13333333333333336,0,4220,5,
The Northeast Regional,The Northeast Regional,1.0,1,4181,4,
Yakshagana artist,Yakshagana,0.6666666666666666,0,3689,4,
1871,1871,1.0,1,4603,4,
London,East Dulwich,0.0,0,6693,4,
Raw sexuality,raw sexuality,1.0,1,4960,5,
Immanuel College,Immanuel College,1.0,1,4361,5,
"March 25, 1928","March 25, 1928",1.0,1,4869,5,
Apple TV,Apple TV,1.0,1,5741,5,
The **Jaeger Corps** (Jægerkorpset) is the part of SOKOM that was formerly of the Royal Danish Army.,Jaeger Corps,0.21052631578947367,0,5375,5,
"Victor A. Vyssotsky, Robert Morris Sr., and M. Douglas McIlroy",Bell Labs,0.0,0,4745,4,
,Denis Johnson,0.0,0,2382,1,Actor failed: APITimeoutError: Request timed out.
,Tony Scott,0.0,0,1278,1,Actor failed: APITimeoutError: Request timed out.
King George V,George V,0.8,0,3992,4,
Western Division,Western Division,1.0,1,4324,5,
GamePro,GamePro,1.0,1,6370,5,
,his speed on the ball,0.0,0,7068,1,Actor failed: APITimeoutError: Request timed out.
"No, only Nelly Sachs won a Nobel Prize in Literature (in 1966). James Agee won a Pulitzer Prize for Fiction (posthumously in 1958) but did not win a Nobel Prize.",no,0.06451612903225806,0,4085,4,
Edgewater,Edgewater,1.0,1,4174,5,
Lily Tomlin,"Mary Jean ""Lily"" Tomlin",0.6666666666666666,0,3789,4,
Hit Parader,Hit Parader,1.0,1,8164,6,
New York,New York,1.0,1,3064,4,
"Yes, both Fuling District and Qidong, Jiangsu are located in China.",yes,0.16666666666666669,0,3797,4,
Gregory Hines,Gregory Hines,1.0,1,4569,4,
The Central Intelligence Agency (CIA),Central Intelligence Agency,0.7499999999999999,0,5044,5,
Scoring goals,scoring goals,1.0,1,3812,5,
1957,1957,1.0,1,3382,4,
University of Washington,University of Washington,1.0,1,5153,5,
Yes,yes,1.0,1,3493,4,
Nénette et Boni,Trouble Every Day,0.0,0,4889,4,
David Jason,Sir David John White,0.3333333333333333,0,4360,4,
Sammy Wilson,Sammy Wilson,1.0,1,3848,4,
Torah and Talmudic scholar,Torah and Talmudic scholar,1.0,1,5690,5,
Sleeper Agent,Sleeper Agent,1.0,1,3790,4,
New Jersey,New Jersey,1.0,1,4101,5,
Denmark,Denmark,1.0,1,2882,4,
,Dancing with the Stars,0.0,0,0,0,Critic failed: APITimeoutError: APITimeoutError('Request timed out.')
Luigi Einaudi,Luigi Einaudi,1.0,1,4442,5,
1986,1986,1.0,1,4155,5,
"Yes, both Frank Pepe Pizzeria Napoletana and Sarpino's Pizzeria sell pizza.",yes,0.16666666666666669,0,3342,4,
"Based on the provided documents, the former 10th congressional district was abolished in 1933 and its territory is now split among the 3rd, 6th, and 8th districts. The 3rd district is currently represented by **Erik Paulsen**.",Erik Paulsen,0.10526315789473684,0,7923,5,
Mount Panorama and Wahluu,Mount Panorama and Wahluu,1.0,1,4981,5,
The Funtastic World of Hanna-Barbera,The Funtastic World of Hanna-Barbera,1.0,1,5029,5,
Amanda Curtis,Amanda Curtis,1.0,1,4753,4,
Mick Woodmansey,Mick Woodmansey,1.0,1,12729,9,
Aurela Gaçe is a three-time winner of both **Festivali i Këngës** and **Kënga Magjike**.,Kënga Magjike,0.25,0,3642,4,
1945,1945,1.0,1,4817,5,
Donovan,Donovan,1.0,1,4606,5,
John Luessenhop,John Luessenhop,1.0,1,4428,4,
Rollo,Rollo,1.0,1,4753,5,
Ralph Tresvant and Chad Smith are both American.,American,0.2222222222222222,0,3748,4,
Primera División,Primera División,1.0,1,4487,5,
Dan Castellaneta,Dan Castellaneta,1.0,1,5244,5,
"""Defence of Fort M'Henry""",Defence of Fort M'Henry,1.0,1,4538,5,
Brazil,Brazil,1.0,1,4753,5,
John Flamsteed,John Flamsteed,1.0,1,7316,4,
,The Tarnished Eye,0.0,0,2829,1,Actor failed: APITimeoutError: Request timed out.
