prediction,reference,f1,em,tokens_used,num_api_calls,error
deep blue color and water clarity,deep blue color,0.6666666666666666,0,3495,5,
English,English actress,0.6666666666666666,0,6947,9,
Yes,yes,1.0,1,6945,9,
,Europe,0.0,0,39273,34,Planner call failed: APITimeoutError: Request timed out.
Crenshaw,"""Crenshaw""",1.0,1,11184,12,
,Boomerang Latin America,0.0,0,6803,8,Planner call failed: APITimeoutError: Request timed out.
,album,0.0,0,36195,28,Planner call failed: APITimeoutError: Request timed out.
1987 to 1993,from 1987 to 1993,0.8571428571428571,0,7788,10,
Yes,yes,1.0,1,6210,9,
Yes,yes,1.0,1,6324,9,
Clint Eastwood,Clinton Eastwood Jr.,0.4,0,12072,11,
Rafael Nadal,"Rafael ""Rafa"" Nadal Parera",0.6666666666666666,0,4249,5,
Computers,computers,1.0,1,7943,9,
Both are fried.,fried,0.5,0,6596,9,
Alan Parker,"Alan Parker,",1.0,1,6326,9,
Dante,Dante Bonfim Costa Santos (born 18 October 1983),0.2222222222222222,0,8333,10,
American,American,1.0,1,6105,9,
New York Giants,With the Giants he won Super Bowl XLVI,0.18181818181818182,0,6821,9,
,two,0.0,0,5450,6,Executor failed: APITimeoutError: Request timed out.
centre-back,centre-back,1.0,1,6145,9,
New York,New York,1.0,1,10952,13,
National Harbor,National Harbor,1.0,1,5100,5,
wiliwili,Acacia koa,0.0,0,12710,10,
Washington,Washington,1.0,1,4269,5,
Super Bowl I,Super Bowl I,1.0,1,8739,10,
WaMu Theatre at Madison Square Garden in New York City,the WaMu Theatre,0.30769230769230765,0,7071,9,
,Rashi Bunny,0.0,0,33698,28,Planner call failed: APITimeoutError: Request timed out.
"Yes, Jeffersonia and Andersonia are two completely different plants. Jeffersonia is a genus of herbaceous perennial plants in the family Berberidaceae, while Andersonia is a genus of small evergreen shrubs in the family Ericaceae.",yes,0.05714285714285715,0,6802,9,
The Upper Peninsula,The Upper Peninsula,1.0,1,3752,5,
Miami Gardens,"Glendale, Arizona",0.0,0,3704,5,
the Métis,Métis,0.6666666666666666,0,5530,5,
,crowned,0.0,0,4278,5,Planner call failed: APITimeoutError: Request timed out.
19 October 1940,19 October 1940,1.0,1,7635,9,
"""Push th' Little Daisies""",Push th' Little Daisies,1.0,1,5827,8,
Cable,Cable,1.0,1,3727,5,
James Bridges,James Bridges,1.0,1,6325,9,
,Hogan's Heroes,0.0,0,3505,2,Executor failed: APITimeoutError: Request timed out.
Alan Ameche,Alan Ameche,1.0,1,13295,14,
No,no,1.0,1,5714,9,
ER White and Marcellus Wallace,ER White,0.5714285714285715,0,6463,9,
James Foley,James Foley,1.0,1,7265,9,
Tennessee Williams,"""Tennessee"" Williams",1.0,1,3793,5,
